Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value%
Kyrgyz Republic,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2012,6.8
Kyrgyz Republic,M,Marital status,Married or living together,... for at least one specific reason,2012,49.9
Kyrgyz Republic,M,Marital status,Never married,... for at least one specific reason,2012,49.9
Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2012,62.1
Kyrgyz Republic,M,Marital status,Married or living together,... if she argues with him,2012,25.1
Kyrgyz Republic,M,Marital status,Never married,... if she argues with him,2012,19.7
Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2012,37.7
Kyrgyz Republic,M,Marital status,Married or living together,... if she burns the food,2012,2.6
Kyrgyz Republic,M,Marital status,Never married,... if she burns the food,2012,7.6
Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2012,14.3
Kyrgyz Republic,M,Marital status,Married or living together,... if she goes out without telling him,2012,36.2
Kyrgyz Republic,M,Marital status,Never married,... if she goes out without telling him,2012,33.9
Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2012,49
Kyrgyz Republic,M,Marital status,Married or living together,... if she neglects the children,2012,43.6
Kyrgyz Republic,M,Marital status,Never married,... if she neglects the children,2012,45.5
Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2012,57
Kyrgyz Republic,M,Marital status,Married or living together,... if she refuses to have sex with him,2012,4.1
Kyrgyz Republic,M,Marital status,Never married,... if she refuses to have sex with him,2012,7.7
Kyrgyz Republic,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2012,9.6
Lesotho,F,Marital status,Married or living together,... for at least one specific reason,2014,32.1
Lesotho,F,Marital status,Never married,... for at least one specific reason,2014,37.3
Lesotho,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,28
Lesotho,F,Marital status,Married or living together,... if she argues with him,2014,24.1
Lesotho,F,Marital status,Never married,... if she argues with him,2014,26.8
Lesotho,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,20.6
Lesotho,F,Marital status,Married or living together,... if she burns the food,2014,6
Lesotho,F,Marital status,Never married,... if she burns the food,2014,8.3
Lesotho,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,2.8
Lesotho,F,Marital status,Married or living together,... if she goes out without telling him,2014,11.1
Lesotho,F,Marital status,Never married,... if she goes out without telling him,2014,11.1
Lesotho,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,7.9
Lesotho,F,Marital status,Married or living together,... if she neglects the children,2014,20.5
Lesotho,F,Marital status,Never married,... if she neglects the children,2014,25.1
Lesotho,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,20.1
Lesotho,F,Marital status,Married or living together,... if she refuses to have sex with him,2014,10.9
Lesotho,F,Marital status,Never married,... if she refuses to have sex with him,2014,7.3
Lesotho,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,8.7
Lesotho,M,Marital status,Married or living together,... for at least one specific reason,2014,34.4
Lesotho,M,Marital status,Never married,... for at least one specific reason,2014,43.6
Lesotho,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,33.7
Lesotho,M,Marital status,Married or living together,... if she argues with him,2014,24.3
Lesotho,M,Marital status,Never married,... if she argues with him,2014,27.3
Lesotho,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,21.6
Lesotho,M,Marital status,Married or living together,... if she burns the food,2014,5.2
Lesotho,M,Marital status,Never married,... if she burns the food,2014,7.2
Lesotho,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,5.8
Lesotho,M,Marital status,Married or living together,... if she goes out without telling him,2014,16.9
Lesotho,M,Marital status,Never married,... if she goes out without telling him,2014,15.3
Lesotho,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,11.5
Lesotho,M,Marital status,Married or living together,... if she neglects the children,2014,22.7
Lesotho,M,Marital status,Never married,... if she neglects the children,2014,29.6
Lesotho,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,15.8
Lesotho,M,Marital status,Married or living together,... if she refuses to have sex with him,2014,9.4
Lesotho,M,Marital status,Never married,... if she refuses to have sex with him,2014,9.2
Lesotho,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,8.2
Liberia,F,Marital status,Married or living together,... for at least one specific reason,2013,43.5
Liberia,F,Marital status,Never married,... for at least one specific reason,2013,41.6
Liberia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,39.5
Liberia,F,Marital status,Married or living together,... if she argues with him,2013,34
Liberia,F,Marital status,Never married,... if she argues with him,2013,32.4
Liberia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,30.6
Liberia,F,Marital status,Married or living together,... if she burns the food,2013,7.6
Liberia,F,Marital status,Never married,... if she burns the food,2013,7.6
Liberia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,5.8
Liberia,F,Marital status,Married or living together,... if she goes out without telling him,2013,30
Liberia,F,Marital status,Never married,... if she goes out without telling him,2013,26.5
Liberia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,25.7
Liberia,F,Marital status,Married or living together,... if she neglects the children,2013,33.5
Liberia,F,Marital status,Never married,... if she neglects the children,2013,31.3
Liberia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,27.9
Liberia,F,Marital status,Married or living together,... if she refuses to have sex with him,2013,11.8
Liberia,F,Marital status,Never married,... if she refuses to have sex with him,2013,8.7
Liberia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,10.9
Liberia,M,Marital status,Married or living together,... for at least one specific reason,2013,21.1
Liberia,M,Marital status,Never married,... for at least one specific reason,2013,28
Liberia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,26.5
Liberia,M,Marital status,Married or living together,... if she argues with him,2013,15.3
Liberia,M,Marital status,Never married,... if she argues with him,2013,21.5
Liberia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,19.5
Liberia,M,Marital status,Married or living together,... if she burns the food,2013,1.5
Liberia,M,Marital status,Never married,... if she burns the food,2013,4
Liberia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,3.2
Liberia,M,Marital status,Married or living together,... if she goes out without telling him,2013,11.9
Liberia,M,Marital status,Never married,... if she goes out without telling him,2013,16.6
Liberia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,14.7
Liberia,M,Marital status,Married or living together,... if she neglects the children,2013,12.1
Liberia,M,Marital status,Never married,... if she neglects the children,2013,17.5
Liberia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,17.3
Liberia,M,Marital status,Married or living together,... if she refuses to have sex with him,2013,3.2
Liberia,M,Marital status,Never married,... if she refuses to have sex with him,2013,5.5
Liberia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,0.9
Madagascar,F,Marital status,Married or living together,... for at least one specific reason,2008,32.3
Madagascar,F,Marital status,Never married,... for at least one specific reason,2008,33.6
Madagascar,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2008,30.7
Madagascar,F,Marital status,Married or living together,... if she argues with him,2008,6.1
Madagascar,F,Marital status,Never married,... if she argues with him,2008,5.5
Madagascar,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2008,6.2
Madagascar,F,Marital status,Married or living together,... if she burns the food,2008,7.1
Madagascar,F,Marital status,Never married,... if she burns the food,2008,7.7
Madagascar,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2008,7.7
Madagascar,F,Marital status,Married or living together,... if she goes out without telling him,2008,19.3
Madagascar,F,Marital status,Never married,... if she goes out without telling him,2008,19.8
Madagascar,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2008,18.1
Madagascar,F,Marital status,Married or living together,... if she neglects the children,2008,28.2
Madagascar,F,Marital status,Never married,... if she neglects the children,2008,29.2
Madagascar,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2008,26.6
Madagascar,F,Marital status,Married or living together,... if she refuses to have sex with him,2008,9.4
Madagascar,F,Marital status,Never married,... if she refuses to have sex with him,2008,7.9
Madagascar,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2008,10
Madagascar,M,Marital status,Married or living together,... for at least one specific reason,2008,28.8
Madagascar,M,Marital status,Never married,... for at least one specific reason,2008,32.7
Madagascar,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2008,30.6
Madagascar,M,Marital status,Married or living together,... if she argues with him,2008,8.7
Madagascar,M,Marital status,Never married,... if she argues with him,2008,9.2
Madagascar,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2008,10.1
Madagascar,M,Marital status,Married or living together,... if she burns the food,2008,5.8
Madagascar,M,Marital status,Never married,... if she burns the food,2008,7.5
Madagascar,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2008,7.4
Madagascar,M,Marital status,Married or living together,... if she goes out without telling him,2008,18.4
Madagascar,M,Marital status,Never married,... if she goes out without telling him,2008,20.1
Madagascar,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2008,18.3
Madagascar,M,Marital status,Married or living together,... if she neglects the children,2008,23.5
Madagascar,M,Marital status,Never married,... if she neglects the children,2008,25.8
Madagascar,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2008,23.4
Madagascar,M,Marital status,Married or living together,... if she refuses to have sex with him,2008,7.4
Madagascar,M,Marital status,Never married,... if she refuses to have sex with him,2008,9
Madagascar,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2008,11.4
Malawi,F,Marital status,Married or living together,... for at least one specific reason,2015,16
Malawi,F,Marital status,Never married,... for at least one specific reason,2015,17.9
Malawi,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,15.1
Malawi,F,Marital status,Married or living together,... if she argues with him,2015,6.9
Malawi,F,Marital status,Never married,... if she argues with him,2015,7.2
Malawi,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,5.3
Malawi,F,Marital status,Married or living together,... if she burns the food,2015,5.2
Malawi,F,Marital status,Never married,... if she burns the food,2015,6.6
Malawi,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,5.5
Malawi,F,Marital status,Married or living together,... if she goes out without telling him,2015,7.1
Malawi,F,Marital status,Never married,... if she goes out without telling him,2015,7.3
Malawi,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,5.2
Malawi,F,Marital status,Married or living together,... if she neglects the children,2015,8.5
Malawi,F,Marital status,Never married,... if she neglects the children,2015,10
Malawi,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,8.4
Malawi,F,Marital status,Married or living together,... if she refuses to have sex with him,2015,8.6
Malawi,F,Marital status,Never married,... if she refuses to have sex with him,2015,7.3
Malawi,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,8.5
Malawi,M,Marital status,Married or living together,... for at least one specific reason,2015,8.2
Malawi,M,Marital status,Never married,... for at least one specific reason,2015,20
Malawi,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,10.6
Malawi,M,Marital status,Married or living together,... if she argues with him,2015,2.8
Malawi,M,Marital status,Never married,... if she argues with him,2015,8.8
Malawi,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,4.7
Malawi,M,Marital status,Married or living together,... if she burns the food,2015,1.3
Malawi,M,Marital status,Never married,... if she burns the food,2015,3.6
Malawi,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,2.5
Malawi,M,Marital status,Married or living together,... if she goes out without telling him,2015,3
Malawi,M,Marital status,Never married,... if she goes out without telling him,2015,7.5
Malawi,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,2.4
Malawi,M,Marital status,Married or living together,... if she neglects the children,2015,3.5
Malawi,M,Marital status,Never married,... if she neglects the children,2015,10.7
Malawi,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,3.1
Malawi,M,Marital status,Married or living together,... if she refuses to have sex with him,2015,3.3
Malawi,M,Marital status,Never married,... if she refuses to have sex with him,2015,7.1
Malawi,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,3.5
Maldives,F,Marital status,Married or living together,... for at least one specific reason,2016,20.7
Maldives,F,Marital status,Never married,... for at least one specific reason,2016,26.7
Maldives,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,19.7
Maldives,F,Marital status,Married or living together,... if she goes out without telling him,2016,4.8
Maldives,F,Marital status,Never married,... if she goes out without telling him,2016,3.6
Maldives,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,5.8
Maldives,F,Marital status,Married or living together,... if she neglects the children,2016,15
Maldives,F,Marital status,Never married,... if she neglects the children,2016,19.8
Maldives,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,13.4
Maldives,F,Marital status,Married or living together,... if she refuses to have sex with him,2016,10.3
Maldives,F,Marital status,Never married,... if she refuses to have sex with him,2016,9.7
Maldives,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,10.4
Maldives,M,Marital status,Married or living together,... for at least one specific reason,2016,13
Maldives,M,Marital status,Never married,... for at least one specific reason,2016,24.7
Maldives,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,20.7
Maldives,M,Marital status,Married or living together,... if she goes out without telling him,2016,1.7
Maldives,M,Marital status,Never married,... if she goes out without telling him,2016,3.9
Maldives,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,3.4
Maldives,M,Marital status,Married or living together,... if she neglects the children,2016,10.5
Maldives,M,Marital status,Never married,... if she neglects the children,2016,19.2
Maldives,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,17.5
Maldives,M,Marital status,Married or living together,... if she refuses to have sex with him,2016,3.3
Maldives,M,Marital status,Never married,... if she refuses to have sex with him,2016,6.8
Maldives,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,5.8
Mali,F,Marital status,Married or living together,... for at least one specific reason,2018,82.1
Mali,F,Marital status,Never married,... for at least one specific reason,2018,67.4
Mali,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2018,69.7
Mali,F,Marital status,Married or living together,... if she argues with him,2018,71
Mali,F,Marital status,Never married,... if she argues with him,2018,57.7
Mali,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2018,55.1
Mali,F,Marital status,Married or living together,... if she burns the food,2018,23.8
Mali,F,Marital status,Never married,... if she burns the food,2018,17.3
Mali,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2018,18.7
Mali,F,Marital status,Married or living together,... if she goes out without telling him,2018,56.4
Mali,F,Marital status,Never married,... if she goes out without telling him,2018,42.3
Mali,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2018,42.2
Mali,F,Marital status,Married or living together,... if she neglects the children,2018,54.2
Mali,F,Marital status,Never married,... if she neglects the children,2018,40.1
Mali,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2018,44.1
Mali,F,Marital status,Married or living together,... if she refuses to have sex with him,2018,66.1
Mali,F,Marital status,Never married,... if she refuses to have sex with him,2018,48
Mali,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2018,52
Mali,M,Marital status,Married or living together,... for at least one specific reason,2018,45.5
Mali,M,Marital status,Never married,... for at least one specific reason,2018,49.5
Mali,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2018,36.2
Mali,M,Marital status,Married or living together,... if she argues with him,2018,36.2
Mali,M,Marital status,Never married,... if she argues with him,2018,42
Mali,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2018,31.5
Mali,M,Marital status,Married or living together,... if she burns the food,2018,10.3
Mali,M,Marital status,Never married,... if she burns the food,2018,13
Mali,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2018,11.8
Mali,M,Marital status,Married or living together,... if she goes out without telling him,2018,21.3
Mali,M,Marital status,Never married,... if she goes out without telling him,2018,23.3
Mali,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2018,10
Mali,M,Marital status,Married or living together,... if she neglects the children,2018,24.8
Mali,M,Marital status,Never married,... if she neglects the children,2018,26
Mali,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2018,11.1
Mali,M,Marital status,Married or living together,... if she refuses to have sex with him,2018,23
Mali,M,Marital status,Never married,... if she refuses to have sex with him,2018,25.1
Mali,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2018,25.7
Moldova,F,Marital status,Married or living together,... for at least one specific reason,2005,21.4
Moldova,F,Marital status,Never married,... for at least one specific reason,2005,19.6
Moldova,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2005,19.5
Moldova,F,Marital status,Married or living together,... if she argues with him,2005,5.7
Moldova,F,Marital status,Never married,... if she argues with him,2005,3.6
Moldova,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2005,4.4
Moldova,F,Marital status,Married or living together,... if she burns the food,2005,4.6
Moldova,F,Marital status,Never married,... if she burns the food,2005,3.3
Moldova,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2005,4.7
Moldova,F,Marital status,Married or living together,... if she goes out without telling him,2005,8.3
Moldova,F,Marital status,Never married,... if she goes out without telling him,2005,4.8
Moldova,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2005,6.4
Moldova,F,Marital status,Married or living together,... if she neglects the children,2005,18.2
Moldova,F,Marital status,Never married,... if she neglects the children,2005,17.3
Moldova,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2005,17.8
Moldova,F,Marital status,Married or living together,... if she refuses to have sex with him,2005,3.4
Moldova,F,Marital status,Never married,... if she refuses to have sex with him,2005,2.2
Moldova,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2005,2.3
Moldova,M,Marital status,Married or living together,... for at least one specific reason,2005,19.8
Moldova,M,Marital status,Never married,... for at least one specific reason,2005,25.2
Moldova,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2005,43.6
Moldova,M,Marital status,Married or living together,... if she argues with him,2005,7.1
Moldova,M,Marital status,Never married,... if she argues with him,2005,7.9
Moldova,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2005,13.5
Moldova,M,Marital status,Married or living together,... if she burns the food,2005,2
Moldova,M,Marital status,Never married,... if she burns the food,2005,3
Moldova,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2005,9.7
Moldova,M,Marital status,Married or living together,... if she goes out without telling him,2005,9.8
Moldova,M,Marital status,Never married,... if she goes out without telling him,2005,8.7
Moldova,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2005,23.8
Moldova,M,Marital status,Married or living together,... if she neglects the children,2005,15.2
Moldova,M,Marital status,Never married,... if she neglects the children,2005,22
Moldova,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2005,36.8
Moldova,M,Marital status,Married or living together,... if she refuses to have sex with him,2005,3.1
Moldova,M,Marital status,Never married,... if she refuses to have sex with him,2005,3.6
Moldova,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2005,9.6
Morocco,F,Marital status,Married or living together,... for at least one specific reason,2003,68.3
Morocco,F,Marital status,Never married,... for at least one specific reason,2003,58.2
Morocco,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2003,64.9
Morocco,F,Marital status,Married or living together,... if she argues with him,2003,55.9
Morocco,F,Marital status,Never married,... if she argues with him,2003,44.1
Morocco,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2003,53.3
Morocco,F,Marital status,Married or living together,... if she burns the food,2003,25.7
Morocco,F,Marital status,Never married,... if she burns the food,2003,20.4
Morocco,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2003,28.9
Morocco,F,Marital status,Married or living together,... if she goes out without telling him,2003,55
Morocco,F,Marital status,Never married,... if she goes out without telling him,2003,42.2
Morocco,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2003,54
Morocco,F,Marital status,Married or living together,... if she neglects the children,2003,53.4
Morocco,F,Marital status,Never married,... if she neglects the children,2003,44.1
Morocco,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2003,51.6
Morocco,F,Marital status,Married or living together,... if she refuses to have sex with him,2003,48.5
Morocco,F,Marital status,Never married,... if she refuses to have sex with him,2003,34.6
Morocco,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2003,51.3
Mozambique,F,Marital status,Married or living together,... for at least one specific reason,2015,13.1
Mozambique,F,Marital status,Never married,... for at least one specific reason,2015,12.3
Mozambique,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,14.6
Mozambique,F,Marital status,Married or living together,... if she argues with him,2015,6.6
Mozambique,F,Marital status,Never married,... if she argues with him,2015,5.7
Mozambique,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,7.4
Mozambique,F,Marital status,Married or living together,... if she burns the food,2015,2.2
Mozambique,F,Marital status,Never married,... if she burns the food,2015,2.2
Mozambique,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,3.2
Mozambique,F,Marital status,Married or living together,... if she goes out without telling him,2015,7.7
Mozambique,F,Marital status,Never married,... if she goes out without telling him,2015,5.6
Mozambique,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,8.4
Mozambique,F,Marital status,Married or living together,... if she neglects the children,2015,4
Mozambique,F,Marital status,Never married,... if she neglects the children,2015,5
Mozambique,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,4.5
Mozambique,F,Marital status,Married or living together,... if she refuses to have sex with him,2015,5.5
Mozambique,F,Marital status,Never married,... if she refuses to have sex with him,2015,3.7
Mozambique,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,6.4
Mozambique,M,Marital status,Married or living together,... for at least one specific reason,2015,16.5
Mozambique,M,Marital status,Never married,... for at least one specific reason,2015,16.9
Mozambique,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,16.2
Mozambique,M,Marital status,Married or living together,... if she argues with him,2015,8.5
Mozambique,M,Marital status,Never married,... if she argues with him,2015,8.9
Mozambique,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,8.4
Mozambique,M,Marital status,Married or living together,... if she burns the food,2015,5.4
Mozambique,M,Marital status,Never married,... if she burns the food,2015,5.6
Mozambique,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,6.3
Mozambique,M,Marital status,Married or living together,... if she goes out without telling him,2015,7.2
Mozambique,M,Marital status,Never married,... if she goes out without telling him,2015,8.8
Mozambique,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,6.5
Mozambique,M,Marital status,Married or living together,... if she neglects the children,2015,6.9
Mozambique,M,Marital status,Never married,... if she neglects the children,2015,8.7
Mozambique,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,6.9
Mozambique,M,Marital status,Married or living together,... if she refuses to have sex with him,2015,6.2
Mozambique,M,Marital status,Never married,... if she refuses to have sex with him,2015,7.5
Mozambique,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,7.7
Myanmar,F,Marital status,Married or living together,... for at least one specific reason,2015,50.7
Myanmar,F,Marital status,Never married,... for at least one specific reason,2015,51.4
Myanmar,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,54
Myanmar,F,Marital status,Married or living together,... if she argues with him,2015,10.1
Myanmar,F,Marital status,Never married,... if she argues with him,2015,10.2
Myanmar,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,10.4
Myanmar,F,Marital status,Married or living together,... if she burns the food,2015,13.2
Myanmar,F,Marital status,Never married,... if she burns the food,2015,11.7
Myanmar,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,13.7
Myanmar,F,Marital status,Married or living together,... if she goes out without telling him,2015,23.9
Myanmar,F,Marital status,Never married,... if she goes out without telling him,2015,17.8
Myanmar,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,20.2
Myanmar,F,Marital status,Married or living together,... if she neglects the children,2015,42.1
Myanmar,F,Marital status,Never married,... if she neglects the children,2015,41.3
Myanmar,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,45.2
Myanmar,F,Marital status,Married or living together,... if she refuses to have sex with him,2015,11
Myanmar,F,Marital status,Never married,... if she refuses to have sex with him,2015,8.7
Myanmar,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,13.8
Myanmar,M,Marital status,Married or living together,... for at least one specific reason,2015,44.8
Myanmar,M,Marital status,Never married,... for at least one specific reason,2015,55.4
Myanmar,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,61.3
Myanmar,M,Marital status,Married or living together,... if she argues with him,2015,12.2
Myanmar,M,Marital status,Never married,... if she argues with him,2015,14.2
Myanmar,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,24.1
Myanmar,M,Marital status,Married or living together,... if she burns the food,2015,6.8
Myanmar,M,Marital status,Never married,... if she burns the food,2015,9.8
Myanmar,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,13.1
Myanmar,M,Marital status,Married or living together,... if she goes out without telling him,2015,15.2
Myanmar,M,Marital status,Never married,... if she goes out without telling him,2015,18.1
Myanmar,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,26.8
Myanmar,M,Marital status,Married or living together,... if she neglects the children,2015,36.6
Myanmar,M,Marital status,Never married,... if she neglects the children,2015,44.9
Myanmar,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,45.5
Myanmar,M,Marital status,Married or living together,... if she refuses to have sex with him,2015,7.2
Myanmar,M,Marital status,Never married,... if she refuses to have sex with him,2015,15.3
Myanmar,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,10.3
Namibia,F,Marital status,Married or living together,... for at least one specific reason,2013,30.1
Namibia,F,Marital status,Never married,... for at least one specific reason,2013,26.3
Namibia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,36.5
Namibia,F,Marital status,Married or living together,... if she argues with him,2013,14.9
Namibia,F,Marital status,Never married,... if she argues with him,2013,9
Namibia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,16.8
Namibia,F,Marital status,Married or living together,... if she burns the food,2013,12
Namibia,F,Marital status,Never married,... if she burns the food,2013,8.6
Namibia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,12.7
Namibia,F,Marital status,Married or living together,... if she goes out without telling him,2013,15.6
Namibia,F,Marital status,Never married,... if she goes out without telling him,2013,10.5
Namibia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,21.1
Namibia,F,Marital status,Married or living together,... if she neglects the children,2013,21.2
Namibia,F,Marital status,Never married,... if she neglects the children,2013,18.4
Namibia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,26.5
Namibia,F,Marital status,Married or living together,... if she refuses to have sex with him,2013,10.7
Namibia,F,Marital status,Never married,... if she refuses to have sex with him,2013,5.6
Namibia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,13.2
Namibia,M,Marital status,Married or living together,... for at least one specific reason,2013,14.5
Namibia,M,Marital status,Never married,... for at least one specific reason,2013,25
Namibia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,23
Namibia,M,Marital status,Married or living together,... if she argues with him,2013,5
Namibia,M,Marital status,Never married,... if she argues with him,2013,11.1
Namibia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,10
Namibia,M,Marital status,Married or living together,... if she burns the food,2013,2.1
Namibia,M,Marital status,Never married,... if she burns the food,2013,5.5
Namibia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,7
Namibia,M,Marital status,Married or living together,... if she goes out without telling him,2013,6.5
Namibia,M,Marital status,Never married,... if she goes out without telling him,2013,11.2
